step	t	dt	radius	area	distances	eccentricity	vacuole_num	vacuole_areas	Pmin	Pmax	Rmin	Rmax	Rtotal	Kp_step	Pavg	Ravg	f	t_sim
11100	5510.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11287988926394955	0.7203299944555708	7.825971909100851e-11	0.03324080747783168	1.2728351931674025	1.0	0.1290161670601064	0.0004502030259337467	0.8052818990388759	43173.83
11200	5560.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11287844000365276	0.7203320833206949	7.82629664301859e-11	0.03324109278931631	1.2728651943023097	1.0	0.12901616706939198	0.0004502136373638746	0.8052735720063465	43296.74
11300	5610.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11287706464201411	0.720334060440955	7.826604072609397e-11	0.03324136284934552	1.2728935940910393	1.0	0.12901616707937405	0.0004502236823963271	0.8052656914236774	43433.05
11400	5660.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.1128757587406025	0.7203359318078301	7.826895118935185e-11	0.03324161847437234	1.2729204780176837	1.0	0.12901616708882488	0.0004502331912669093	0.8052582332269647	43552.05
11500	5710.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11287451763086204	0.7203377030927424	7.82717065407139e-11	0.033241860437294934	1.2729459270202543	1.0	0.12901616709781122	0.0004502421926034734	0.8052511746835027	43639.5
11600	5760.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11287334085958654	0.72033937966037	7.827431504115233e-11	0.03324208946969216	1.272970017731806	1.0	0.129016167107528	0.0004502507135112041	0.8052444943161592	43713.25
11700	5810.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11287222405126018	0.7203409665837125	7.827678450955835e-11	0.03324230626329403	1.2729928226492389	1.0	0.12901616711672828	0.00045025877963232456	0.8052381717645402	43775.34
11800	5860.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11287116346512621	0.7203424686683757	7.827912234849829e-11	0.03324251147314392	1.2730144104204055	1.0	0.12901616712553357	0.0004502664152476458	0.8052321877972238	43859.49
11900	5910.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11287015804536223	0.7203438904562125	7.82813355708153e-11	0.03324270571911938	1.2730348460419985	1.0	0.1290161671350877	0.0004502736433465602	0.8052265242435106	43931.02
12000	5960.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11286920372073812	0.7203452362474508	7.828342945633792e-11	0.033242889588799306	1.2730541909110817	1.0	0.12901616714413314	0.00045028048564526815	0.8052211638836928	44006.44
12100	6010.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11286829817222666	0.7203465101149937	7.828541235736165e-11	0.033243063634950255	1.2730725034498112	1.0	0.12901616715360872	0.00045028696280774194	0.8052160904271599	44081.5
12200	6060.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11286743716255458	0.7203477159026004	7.828729026627202e-11	0.03324322838396219	1.2730898386700211	1.0	0.12901616716296094	0.00045029309429172015	0.8052112884770198	44158.93
12300	6110.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11286662163442177	0.7203488572561554	7.828906805649342e-11	0.03324338433299261	1.2731062487339755	1.0	0.12901616717181524	0.0004502988985470453	0.8052067434571762	44231.79
12400	6160.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11286584675599248	0.7203499376292625	7.829075106428696e-11	0.03324353195286364	1.273121783045493	1.0	0.12901616718128528	0.00045030439304789545	0.8052024416065094	44303.95
12500	6210.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11286511222283956	0.7203509602759622	7.829234433982723e-11	0.0332436716885314	1.2731364883334673	1.0	0.1290161671903313	0.000450309594322325	0.8051983698635194	44375.77
12600	6260.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11286441555466334	0.720351928291755	7.829385266293141e-11	0.03324380396165886	1.2731504088527816	1.0	0.1290161671992211	0.0004503145180233285	0.8051945158966588	44436.25
12700	6310.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11286375407029253	0.720352844592702	7.829528056391064e-11	0.03324392917107946	1.2731635865012312	1.0	0.1290161672083428	0.00045031917897019616	0.8051908680387105	44494.99
12800	6360.312022611848	0.5	4.744479884033683	88	1.4142135623730951	0.0	0		0.11286312601246118	0.7203537119467006	7.829663232578689e-11	0.03324404769422936	1.2731760609131533	1.0	0.12901616721697856	0.0004503235911816311	0.8051874152323034	44562.4
12900	6410.312022611848	0.5	4.744479884033683	88	1.4142135623730951	0.0	0		0.11286253025336959	0.720354532971253	7.829791200613817e-11	0.033244159888447186	1.2731878696247674	1.0	0.12901616722515566	0.00045032776793423	0.8051841470269004	44631.33
13000	6460.312022611848	0.5	4.744479884033683	88	1.4142135623730951	0.0	0		0.11286196524474455	0.7203553101478551	7.829912344828837e-11	0.03324426609216917	1.273199048181143	1.0	0.12901616723368853	0.000450331721800318	0.8051810535501324	44700.16
13100	6510.312022611848	0.5	4.744479884033683	88	1.4142135623730951	0.0	0		0.11286142871303634	0.7203560458143463	7.830027029042552e-11	0.033244366625253985	1.2732096302064597	1.0	0.12901616724203957	0.0004503354646727996	0.8051781254337272	44767.49
